Series,Lema,Departamento_x,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,Share_2024,Share_2019,VariacionShare,DifVotos,Serie,Departamento,Municipio,Habilitados
BFB,Partido Asamblea Popular,MO,5,9,457,338,0.010940919037199124,0.026627218934911243,-0.01568629989771212,-4,BFB,Montevideo,Municipio B,572.0
BFB,Partido Cabildo Abierto,MO,6,28,457,338,0.01312910284463895,0.08284023668639054,-0.0697111338417516,-22,BFB,Montevideo,Municipio B,572.0
BFB,Partido Colorado,MO,70,44,457,338,0.15317286652078774,0.1301775147928994,0.02299535172788833,26,BFB,Montevideo,Municipio B,572.0
BFB,PERI,MO,4,5,457,338,0.0087527352297593,0.014792899408284023,-0.006040164178524723,-1,BFB,Montevideo,Municipio B,572.0
BFB,Partido Frente Amplio,MO,223,143,457,338,0.487964989059081,0.4230769230769231,0.0648880659821579,80,BFB,Montevideo,Municipio B,572.0
BFB,Partido VA/IS (G.Salle),MO,15,7,457,338,0.03282275711159737,0.020710059171597635,0.012112697939999736,8,BFB,Montevideo,Municipio B,572.0
BFB,Partido Independiente,MO,22,2,457,338,0.04814004376367615,0.005917159763313609,0.04222288400036254,20,BFB,Montevideo,Municipio B,572.0
BFB,Partido Nacional,MO,112,100,457,338,0.24507658643326038,0.2958579881656805,-0.0507814017324201,12,BFB,Montevideo,Municipio B,572.0
BGA,Partido Asamblea Popular,MO,47,73,5076,4804,0.009259259259259259,0.015195670274771023,-0.0059364110155117646,-26,BGA,Montevideo,Municipio C,6102.0
BGA,Partido Cabildo Abierto,MO,105,342,5076,4804,0.020685579196217493,0.07119067443796837,-0.05050509524175087,-237,BGA,Montevideo,Municipio C,6102.0
BGA,Partido Colorado,MO,681,472,5076,4804,0.13416075650118203,0.09825145711906745,0.03590929938211458,209,BGA,Montevideo,Municipio C,6102.0
BGA,PERI,MO,27,102,5076,4804,0.005319148936170213,0.021232306411323898,-0.015913157475153684,-75,BGA,Montevideo,Municipio C,6102.0
BGA,Partido Frente Amplio,MO,2971,2607,5076,4804,0.5853033884948778,0.5426727726894255,0.042630615805452354,364,BGA,Montevideo,Municipio C,6102.0
BGA,Partido VA/IS (G.Salle),MO,175,84,5076,4804,0.03447596532702916,0.017485428809325562,0.016990536517703596,91,BGA,Montevideo,Municipio C,6102.0
BGA,Partido Independiente,MO,133,80,5076,4804,0.02620173364854216,0.01665278934221482,0.009548944306327339,53,BGA,Montevideo,Municipio C,6102.0
BGA,Partido Nacional,MO,937,1044,5076,4804,0.18459416863672182,0.21731890091590342,-0.0327247322791816,-107,BGA,Montevideo,Municipio C,6102.0
BGB,Partido Asamblea Popular,MO,2,12,307,562,0.006514657980456026,0.021352313167259787,-0.014837655186803762,-10,BGB,Montevideo,Municipio C,792.0
BGB,Partido Cabildo Abierto,MO,5,43,307,562,0.016286644951140065,0.07651245551601424,-0.06022581056487417,-38,BGB,Montevideo,Municipio C,792.0
BGB,Partido Colorado,MO,48,66,307,562,0.1563517915309446,0.11743772241992882,0.03891406911101579,-18,BGB,Montevideo,Municipio C,792.0
BGB,PERI,MO,1,12,307,562,0.003257328990228013,0.021352313167259787,-0.018094984177031773,-11,BGB,Montevideo,Municipio C,792.0
BGB,Partido Frente Amplio,MO,151,275,307,562,0.49185667752442996,0.4893238434163701,0.002532834108059878,-124,BGB,Montevideo,Municipio C,792.0
BGB,Partido VA/IS (G.Salle),MO,8,4,307,562,0.026058631921824105,0.0071174377224199285,0.018941194199404175,4,BGB,Montevideo,Municipio C,792.0
BGB,Partido Independiente,MO,13,7,307,562,0.04234527687296417,0.012455516014234875,0.02988976085872929,6,BGB,Montevideo,Municipio C,792.0
BGB,Partido Nacional,MO,79,143,307,562,0.25732899022801303,0.25444839857651247,0.0028805916515005636,-64,BGB,Montevideo,Municipio C,792.0
BIB,Partido Asamblea Popular,MO,3,10,348,532,0.008620689655172414,0.018796992481203006,-0.010176302826030593,-7,BIB,Montevideo,Municipio C,797.0
BIB,Partido Cabildo Abierto,MO,12,48,348,532,0.034482758620689655,0.09022556390977443,-0.055742805289084776,-36,BIB,Montevideo,Municipio C,797.0
BIB,Partido Colorado,MO,56,72,348,532,0.16091954022988506,0.13533834586466165,0.02558119436522341,-16,BIB,Montevideo,Municipio C,797.0
BIB,PERI,MO,2,9,348,532,0.005747126436781609,0.016917293233082706,-0.011170166796301097,-7,BIB,Montevideo,Municipio C,797.0
BIB,Partido Frente Amplio,MO,183,232,348,532,0.5258620689655172,0.43609022556390975,0.08977184340160749,-49,BIB,Montevideo,Municipio C,797.0
BIB,Partido VA/IS (G.Salle),MO,14,11,348,532,0.040229885057471264,0.020676691729323307,0.019553193328147957,3,BIB,Montevideo,Municipio C,797.0
BIB,Partido Independiente,MO,8,7,348,532,0.022988505747126436,0.013157894736842105,0.009830611010284332,1,BIB,Montevideo,Municipio C,797.0
BIB,Partido Nacional,MO,70,143,348,532,0.20114942528735633,0.26879699248120303,-0.06764756719384671,-73,BIB,Montevideo,Municipio C,797.0
BJA,Partido Asamblea Popular,MO,55,106,8130,8485,0.006765067650676507,0.01249263406010607,-0.005727566409429563,-51,BJA,Montevideo,Municipio C,9923.0
BJA,Partido Cabildo Abierto,MO,189,701,8130,8485,0.023247232472324724,0.0826163818503241,-0.05936914937799938,-512,BJA,Montevideo,Municipio C,9923.0
BJA,Partido Colorado,MO,1201,962,8130,8485,0.14772447724477245,0.11337654684737773,0.03434793039739471,239,BJA,Montevideo,Municipio C,9923.0
BJA,PERI,MO,35,168,8130,8485,0.004305043050430504,0.01979964643488509,-0.015494603384454585,-133,BJA,Montevideo,Municipio C,9923.0
BJA,Partido Frente Amplio,MO,4412,4277,8130,8485,0.5426814268142681,0.5040659988214496,0.038615427992818474,135,BJA,Montevideo,Municipio C,9923.0
BJA,Partido VA/IS (G.Salle),MO,311,121,8130,8485,0.03825338253382534,0.014260459634649381,0.02399292289917596,190,BJA,Montevideo,Municipio C,9923.0
BJA,Partido Independiente,MO,231,120,8130,8485,0.02841328413284133,0.014142604596346494,0.014270679536494834,111,BJA,Montevideo,Municipio C,9923.0
BJA,Partido Nacional,MO,1696,2030,8130,8485,0.20861008610086101,0.23924572775486153,-0.03063564165400051,-334,BJA,Montevideo,Municipio C,9923.0
BJB,Partido Asamblea Popular,MO,40,90,5641,6225,0.007090941322460556,0.014457831325301205,-0.007366890002840649,-50,BJB,Montevideo,Municipio B,6918.0
BJB,Partido Cabildo Abierto,MO,155,541,5641,6225,0.027477397624534657,0.08690763052208836,-0.0594302328975537,-386,BJB,Montevideo,Municipio B,6918.0
BJB,Partido Colorado,MO,842,712,5641,6225,0.1492643148377947,0.11437751004016064,0.03488680479763406,130,BJB,Montevideo,Municipio B,6918.0
BJB,PERI,MO,31,125,5641,6225,0.0054954795249069315,0.020080321285140562,-0.01458484176023363,-94,BJB,Montevideo,Municipio B,6918.0
BJB,Partido Frente Amplio,MO,2841,2914,5641,6225,0.503634107427761,0.4681124497991968,0.03552165762856424,-73,BJB,Montevideo,Municipio B,6918.0
BJB,Partido VA/IS (G.Salle),MO,195,101,5641,6225,0.034568338946995215,0.016224899598393575,0.01834343934860164,94,BJB,Montevideo,Municipio B,6918.0
BJB,Partido Independiente,MO,174,107,5641,6225,0.03084559475270342,0.017188755020080323,0.013656839732623098,67,BJB,Montevideo,Municipio B,6918.0
BJB,Partido Nacional,MO,1363,1635,5641,6225,0.24162382556284348,0.26265060240963856,-0.021026776846795076,-272,BJB,Montevideo,Municipio B,6918.0
BKA,Partido Asamblea Popular,MO,37,72,3759,4009,0.009843043362596435,0.017959590920429036,-0.008116547557832601,-35,BKA,Montevideo,Municipio C,4633.0
BKA,Partido Cabildo Abierto,MO,72,343,3759,4009,0.019154030327214685,0.08555749563482165,-0.06640346530760696,-271,BKA,Montevideo,Municipio C,4633.0
BKA,Partido Colorado,MO,487,411,3759,4009,0.1295557329076882,0.10251933150411574,0.02703640140357247,76,BKA,Montevideo,Municipio C,4633.0
BKA,PERI,MO,15,70,3759,4009,0.0039904229848363925,0.017460713394861563,-0.01347029041002517,-55,BKA,Montevideo,Municipio C,4633.0
BKA,Partido Frente Amplio,MO,2217,2107,3759,4009,0.5897845171588189,0.525567473185333,0.06421704397348582,110,BKA,Montevideo,Municipio C,4633.0
BKA,Partido VA/IS (G.Salle),MO,116,69,3759,4009,0.03085927108273477,0.017211274632077826,0.013647996450656945,47,BKA,Montevideo,Municipio C,4633.0
BKA,Partido Independiente,MO,72,50,3759,4009,0.019154030327214685,0.012471938139186829,0.006682092188027856,22,BKA,Montevideo,Municipio C,4633.0
BKA,Partido Nacional,MO,743,887,3759,4009,0.19765895184889598,0.22125218258917437,-0.023593230740278387,-144,BKA,Montevideo,Municipio C,4633.0
BKB,Partido Asamblea Popular,MO,38,53,2654,3018,0.014318010550113038,0.01756129887342611,-0.003243288323313071,-15,BKB,Montevideo,Municipio B,3278.0
BKB,Partido Cabildo Abierto,MO,53,256,2654,3018,0.019969856819894497,0.08482438701126574,-0.06485453019137125,-203,BKB,Montevideo,Municipio B,3278.0
BKB,Partido Colorado,MO,392,301,2654,3018,0.14770158251695553,0.09973492379058979,0.04796665872636574,91,BKB,Montevideo,Municipio B,3278.0
BKB,PERI,MO,12,69,2654,3018,0.00452147701582517,0.02286282306163022,-0.01834134604580505,-57,BKB,Montevideo,Municipio B,3278.0
BKB,Partido Frente Amplio,MO,1411,1480,2654,3018,0.5316503391107762,0.49039098740888004,0.04125935170189615,-69,BKB,Montevideo,Municipio B,3278.0
BKB,Partido VA/IS (G.Salle),MO,115,46,2654,3018,0.04333082140165787,0.015241882041086813,0.02808893936057106,69,BKB,Montevideo,Municipio B,3278.0
BKB,Partido Independiente,MO,79,54,2654,3018,0.029766390354182368,0.017892644135188866,0.011873746218993501,25,BKB,Montevideo,Municipio B,3278.0
BKB,Partido Nacional,MO,554,759,2654,3018,0.20874152223059533,0.2514910536779324,-0.042749531447337064,-205,BKB,Montevideo,Municipio B,3278.0
BLA,Partido Asamblea Popular,MO,74,156,11327,11508,0.006533062593802419,0.013555787278415016,-0.007022724684612598,-82,BLA,Montevideo,Municipio C,13525.0
BLA,Partido Cabildo Abierto,MO,272,866,11327,11508,0.02401341926370619,0.07525199860966285,-0.05123857934595666,-594,BLA,Montevideo,Municipio C,13525.0
BLA,Partido Colorado,MO,1792,1389,11327,11508,0.1582060563255937,0.12069864442127216,0.03750741190432154,403,BLA,Montevideo,Municipio C,13525.0
BLA,PERI,MO,70,274,11327,11508,0.006179924075218505,0.023809523809523808,-0.017629599734305303,-204,BLA,Montevideo,Municipio C,13525.0
BLA,Partido Frente Amplio,MO,5963,5640,11327,11508,0.5264412465789706,0.49009384775808135,0.036347398820889276,323,BLA,Montevideo,Municipio C,13525.0
BLA,Partido VA/IS (G.Salle),MO,364,165,11327,11508,0.03213560519113622,0.014337851929092805,0.017797753262043418,199,BLA,Montevideo,Municipio C,13525.0
BLA,Partido Independiente,MO,333,155,11327,11508,0.029398781672110887,0.013468891206117483,0.015929890465993406,178,BLA,Montevideo,Municipio C,13525.0
BLA,Partido Nacional,MO,2459,2863,11327,11508,0.21709190429946146,0.24878345498783455,-0.031691550688373094,-404,BLA,Montevideo,Municipio C,13525.0
BLB,Partido Asamblea Popular,MO,87,201,13818,14391,0.006296135475466783,0.013967062747550553,-0.007670927272083771,-114,BLB,Montevideo,Municipio C,16509.0
BLB,Partido Cabildo Abierto,MO,521,1565,13818,14391,0.03770444347951947,0.10874852338266973,-0.07104407990315026,-1044,BLB,Montevideo,Municipio C,16509.0
BLB,Partido Colorado,MO,2146,1808,13818,14391,0.15530467506151396,0.12563407685358904,0.02967059820792492,338,BLB,Montevideo,Municipio C,16509.0
BLB,PERI,MO,66,295,13818,14391,0.004776378636561007,0.020498922937947327,-0.01572254430138632,-229,BLB,Montevideo,Municipio C,16509.0
BLB,Partido Frente Amplio,MO,6983,6721,13818,14391,0.5053553336228108,0.4670280036133695,0.03832733000944133,262,BLB,Montevideo,Municipio C,16509.0
BLB,Partido VA/IS (G.Salle),MO,427,193,13818,14391,0.03090172239108409,0.013411159752623168,0.017490562638460924,234,BLB,Montevideo,Municipio C,16509.0
BLB,Partido Independiente,MO,494,219,13818,14391,0.035750470400926326,0.01521784448613717,0.020532625914789156,275,BLB,Montevideo,Municipio C,16509.0
BLB,Partido Nacional,MO,3094,3389,13818,14391,0.22391084093211752,0.23549440622611353,-0.011583565293996012,-295,BLB,Montevideo,Municipio C,16509.0
BMA,Partido Asamblea Popular,MO,90,170,10779,11367,0.008349568605622042,0.014955573150347496,-0.006606004544725454,-80,BMA,Montevideo,Municipio C,12826.0
BMA,Partido Cabildo Abierto,MO,195,780,10779,11367,0.01809073197884776,0.06861968857218263,-0.050528956593334874,-585,BMA,Montevideo,Municipio C,12826.0
BMA,Partido Colorado,MO,1459,1457,10779,11367,0.13535578439558402,0.12817805929444884,0.0071777251011351795,2,BMA,Montevideo,Municipio C,12826.0
BMA,PERI,MO,50,251,10779,11367,0.00463864922534558,0.02208146388668954,-0.01744281466134396,-201,BMA,Montevideo,Municipio C,12826.0
BMA,Partido Frente Amplio,MO,5847,5530,10779,11367,0.5424436404119121,0.4864959971848333,0.05594764322707879,317,BMA,Montevideo,Municipio C,12826.0
BMA,Partido VA/IS (G.Salle),MO,324,173,10779,11367,0.030058446980239354,0.015219495029471276,0.014838951950768078,151,BMA,Montevideo,Municipio C,12826.0
BMA,Partido Independiente,MO,423,214,10779,11367,0.0392429724464236,0.01882642737749626,0.02041654506892734,209,BMA,Montevideo,Municipio C,12826.0
BMA,Partido Nacional,MO,2391,2792,10779,11367,0.2218202059560256,0.24562329550453066,-0.023803089548505046,-401,BMA,Montevideo,Municipio C,12826.0
BMB,Partido Asamblea Popular,MO,59,132,8416,8922,0.007010456273764259,0.014794889038332213,-0.007784432764567954,-73,BMB,Montevideo,Municipio C,10153.0
BMB,Partido Cabildo Abierto,MO,203,702,8416,8922,0.024120722433460078,0.07868190988567586,-0.05456118745221578,-499,BMB,Montevideo,Municipio C,10153.0
BMB,Partido Colorado,MO,1213,1016,8416,8922,0.14413022813688212,0.11387581259807218,0.030254415538809934,197,BMB,Montevideo,Municipio C,10153.0
BMB,PERI,MO,31,201,8416,8922,0.003683460076045627,0.02252858103564223,-0.018845120959596603,-170,BMB,Montevideo,Municipio C,10153.0
BMB,Partido Frente Amplio,MO,4629,4518,8416,8922,0.5500237642585551,0.5063887020847344,0.04363506217382074,111,BMB,Montevideo,Municipio C,10153.0
BMB,Partido VA/IS (G.Salle),MO,283,123,8416,8922,0.03362642585551331,0.01378614660390047,0.019840279251612837,160,BMB,Montevideo,Municipio C,10153.0
BMB,Partido Independiente,MO,244,123,8416,8922,0.02899239543726236,0.01378614660390047,0.015206248833361889,121,BMB,Montevideo,Municipio C,10153.0
BMB,Partido Nacional,MO,1754,2107,8416,8922,0.20841254752851712,0.2361578121497422,-0.02774526462122509,-353,BMB,Montevideo,Municipio C,10153.0
BNA,Partido Asamblea Popular,MO,120,260,16697,18304,0.007186919805953165,0.014204545454545454,-0.007017625648592289,-140,BNA,Montevideo,Municipio C,20191.0
BNA,Partido Cabildo Abierto,MO,392,1565,16697,18304,0.02347727136611367,0.08550043706293706,-0.06202316569682338,-1173,BNA,Montevideo,Municipio C,20191.0
BNA,Partido Colorado,MO,2215,1724,16697,18304,0.13265856141821883,0.09418706293706294,0.038471498481155886,491,BNA,Montevideo,Municipio C,20191.0
BNA,PERI,MO,99,429,16697,18304,0.005929208839911361,0.0234375,-0.01750829116008864,-330,BNA,Montevideo,Municipio C,20191.0
BNA,Partido Frente Amplio,MO,9377,9369,16697,18304,0.5615978918368569,0.5118553321678322,0.049742559669024744,8,BNA,Montevideo,Municipio C,20191.0
BNA,Partido VA/IS (G.Salle),MO,517,196,16697,18304,0.030963646163981555,0.010708041958041958,0.020255604205939595,321,BNA,Montevideo,Municipio C,20191.0
BNA,Partido Independiente,MO,446,258,16697,18304,0.026711385278792597,0.01409527972027972,0.012616105558512877,188,BNA,Montevideo,Municipio C,20191.0
BNA,Partido Nacional,MO,3531,4503,16697,18304,0.21147511529017188,0.2460118006993007,-0.034536685409128826,-972,BNA,Montevideo,Municipio C,20191.0
BNB,Partido Asamblea Popular,MO,106,235,21162,21991,0.005008978357433135,0.010686189804920195,-0.00567721144748706,-129,BNB,Montevideo,Municipio D,25427.0
BNB,Partido Cabildo Abierto,MO,636,2263,21162,21991,0.03005387014459881,0.10290573416397618,-0.07285186401937738,-1627,BNB,Montevideo,Municipio D,25427.0
BNB,Partido Colorado,MO,2795,1638,21162,21991,0.13207636329269445,0.07448501659769906,0.057591346694995396,1157,BNB,Montevideo,Municipio D,25427.0
BNB,PERI,MO,76,380,21162,21991,0.0035913429732539457,0.017279796280296484,-0.013688453307042539,-304,BNB,Montevideo,Municipio D,25427.0
BNB,Partido Frente Amplio,MO,12429,11769,21162,21991,0.587326339665438,0.5351734800600245,0.05215285960541349,660,BNB,Montevideo,Municipio D,25427.0
BNB,Partido VA/IS (G.Salle),MO,657,216,21162,21991,0.03104621491352424,0.00982219999090537,0.02122401492261887,441,BNB,Montevideo,Municipio D,25427.0
BNB,Partido Independiente,MO,339,255,21162,21991,0.016019279841224837,0.011595652767041062,0.004423627074183775,84,BNB,Montevideo,Municipio D,25427.0
BNB,Partido Nacional,MO,4124,5235,21162,21991,0.19487761081183252,0.2380519303351371,-0.04317431952330458,-1111,BNB,Montevideo,Municipio D,25427.0
BNC,Partido Asamblea Popular,MO,30,44,5253,4671,0.0057110222729868645,0.009419824448726183,-0.0037088021757393187,-14,BNC,Montevideo,Municipio D,6261.0
BNC,Partido Cabildo Abierto,MO,170,560,5253,4671,0.032362459546925564,0.1198886748019696,-0.08752621525504403,-390,BNC,Montevideo,Municipio D,6261.0
BNC,Partido Colorado,MO,648,293,5253,4671,0.12335808109651628,0.06272746735174481,0.06063061374477147,355,BNC,Montevideo,Municipio D,6261.0
BNC,PERI,MO,15,83,5253,4671,0.0028555111364934323,0.017769214301006208,-0.014913703164512775,-68,BNC,Montevideo,Municipio D,6261.0
BNC,Partido Frente Amplio,MO,3201,2641,5253,4671,0.6093660765276985,0.5654035538428602,0.043962522684838246,560,BNC,Montevideo,Municipio D,6261.0
BNC,Partido VA/IS (G.Salle),MO,184,60,5253,4671,0.03502760327431944,0.012845215157353885,0.022182388116965553,124,BNC,Montevideo,Municipio D,6261.0
BNC,Partido Independiente,MO,71,59,5253,4671,0.013516086046068913,0.012631128238064655,0.0008849578080042577,12,BNC,Montevideo,Municipio D,6261.0
BNC,Partido Nacional,MO,934,931,5253,4671,0.17780316009899105,0.19931492185827446,-0.021511761759283404,3,BNC,Montevideo,Municipio D,6261.0
BOA,Partido Asamblea Popular,MO,84,159,22045,20745,0.00381038784304831,0.007664497469269704,-0.003854109626221394,-75,BOA,Montevideo,Municipio D,26795.0
BOA,Partido Cabildo Abierto,MO,1034,3352,22045,20745,0.046904059877523246,0.16158110388045313,-0.11467704400292988,-2318,BOA,Montevideo,Municipio D,26795.0
BOA,Partido Colorado,MO,2772,1063,22045,20745,0.12574279882059425,0.051241262954928896,0.07450153586566535,1709,BOA,Montevideo,Municipio D,26795.0
BOA,PERI,MO,58,173,22045,20745,0.0026309820821047857,0.00833935888165823,-0.005708376799553445,-115,BOA,Montevideo,Municipio D,26795.0
BOA,Partido Frente Amplio,MO,13607,11672,22045,20745,0.6172374688137899,0.562641600385635,0.05459586842815489,1935,BOA,Montevideo,Municipio D,26795.0
BOA,Partido VA/IS (G.Salle),MO,690,150,22045,20745,0.031299614425039694,0.0072306579898770785,0.024068956435162617,540,BOA,Montevideo,Municipio D,26795.0
BOA,Partido Independiente,MO,172,186,22045,20745,0.007802222726241778,0.008966015907447578,-0.0011637931812058001,-14,BOA,Montevideo,Municipio D,26795.0
BOA,Partido Nacional,MO,3628,3990,22045,20745,0.16457246541165796,0.19233550253073028,-0.027763037119072326,-362,BOA,Montevideo,Municipio D,26795.0
BOB,Partido Asamblea Popular,MO,83,171,21946,22385,0.0037820103891369724,0.0076390440026803666,-0.003857033613543394,-88,BOB,Montevideo,Municipio D,26475.0
BOB,Partido Cabildo Abierto,MO,1017,3601,21946,22385,0.04634101886448556,0.1608666517757427,-0.11452563291125714,-2584,BOB,Montevideo,Municipio D,26475.0
BOB,Partido Colorado,MO,3224,1485,21946,22385,0.14690604210334457,0.06633906633906633,0.08056697576427824,1739,BOB,Montevideo,Municipio D,26475.0
BOB,PERI,MO,66,317,21946,22385,0.0030073817552173517,0.014161268706723252,-0.0111538869515059,-251,BOB,Montevideo,Municipio D,26475.0
BOB,Partido Frente Amplio,MO,11734,10640,21946,22385,0.5346760229654607,0.4753182935001117,0.05935772946534901,1094,BOB,Montevideo,Municipio D,26475.0
BOB,Partido VA/IS (G.Salle),MO,780,206,21946,22385,0.03554178437984143,0.00920259102077284,0.02633919335906859,574,BOB,Montevideo,Municipio D,26475.0
BOB,Partido Independiente,MO,276,271,21946,22385,0.012576323703636198,0.012106321197230287,0.0004700025064059109,5,BOB,Montevideo,Municipio D,26475.0
BOB,Partido Nacional,MO,4766,5694,21946,22385,0.21716941583887725,0.25436676345767256,-0.03719734761879531,-928,BOB,Montevideo,Municipio D,26475.0
BPA,Partido Asamblea Popular,MO,47,111,6317,6768,0.0074402406205477285,0.016400709219858155,-0.008960468599310427,-64,BPA,Montevideo,Municipio C,7565.0
BPA,Partido Cabildo Abierto,MO,134,508,6317,6768,0.021212600918157354,0.07505910165484633,-0.05384650073668898,-374,BPA,Montevideo,Municipio C,7565.0
BPA,Partido Colorado,MO,800,662,6317,6768,0.12664239354123794,0.09781323877068558,0.028829154770552354,138,BPA,Montevideo,Municipio C,7565.0
BPA,PERI,MO,29,131,6317,6768,0.004590786765869875,0.01935579196217494,-0.014765005196305067,-102,BPA,Montevideo,Municipio C,7565.0
BPA,Partido Frente Amplio,MO,3748,3739,6317,6768,0.5933196137406997,0.5524527186761229,0.04086689506457686,9,BPA,Montevideo,Municipio C,7565.0
BPA,Partido VA/IS (G.Salle),MO,218,72,6317,6768,0.034510052239987335,0.010638297872340425,0.023871754367646908,146,BPA,Montevideo,Municipio C,7565.0
BPA,Partido Independiente,MO,170,83,6317,6768,0.02691150862751306,0.012263593380614658,0.014647915246898402,87,BPA,Montevideo,Municipio C,7565.0
BPA,Partido Nacional,MO,1171,1462,6317,6768,0.185372803545987,0.21601654846335697,-0.03064374491736996,-291,BPA,Montevideo,Municipio C,7565.0
BPB,Partido Asamblea Popular,MO,21,51,4237,4378,0.004956337030918102,0.011649154865235267,-0.006692817834317165,-30,BPB,Montevideo,Municipio C,5086.0
BPB,Partido Cabildo Abierto,MO,98,299,4237,4378,0.023129572810951144,0.06829602558245775,-0.045166452771506604,-201,BPB,Montevideo,Municipio C,5086.0
BPB,Partido Colorado,MO,567,532,4237,4378,0.13382109983478876,0.12151667428049337,0.012304425554295395,35,BPB,Montevideo,Municipio C,5086.0
BPB,PERI,MO,18,89,4237,4378,0.004248288883644088,0.020328917313841937,-0.01608062843019785,-71,BPB,Montevideo,Municipio C,5086.0
BPB,Partido Frente Amplio,MO,2258,2073,4237,4378,0.5329242388482417,0.4735038830516217,0.05942035579661997,185,BPB,Montevideo,Municipio C,5086.0
BPB,Partido VA/IS (G.Salle),MO,148,55,4237,4378,0.03493037526551806,0.01256281407035176,0.0223675611951663,93,BPB,Montevideo,Municipio C,5086.0
BPB,Partido Independiente,MO,171,79,4237,4378,0.04035874439461883,0.018044769301050707,0.022313975093568125,92,BPB,Montevideo,Municipio C,5086.0
BPB,Partido Nacional,MO,956,1200,4237,4378,0.22563134293131934,0.27409776153494747,-0.04846641860362813,-244,BPB,Montevideo,Municipio C,5086.0
BQA,Partido Asamblea Popular,MO,59,130,8391,8716,0.007031343105708497,0.014915098669114273,-0.007883755563405776,-71,BQA,Montevideo,Municipio C,10065.0
BQA,Partido Cabildo Abierto,MO,157,577,8391,8716,0.018710523179597188,0.06620009178522258,-0.04748956860562539,-420,BQA,Montevideo,Municipio C,10065.0
BQA,Partido Colorado,MO,1206,1379,8391,8716,0.14372542009295675,0.15821477742083526,-0.01448935732787851,-173,BQA,Montevideo,Municipio C,10065.0
BQA,PERI,MO,49,198,8391,8716,0.0058395900369443456,0.022716842588343278,-0.016877252551398932,-149,BQA,Montevideo,Municipio C,10065.0
BQA,Partido Frente Amplio,MO,4030,3770,8391,8716,0.4802764867119533,0.4325378614043139,0.04773862530763939,260,BQA,Montevideo,Municipio C,10065.0
BQA,Partido VA/IS (G.Salle),MO,231,116,8391,8716,0.027529495888451914,0.01330885727397889,0.014220638614473024,115,BQA,Montevideo,Municipio C,10065.0
BQA,Partido Independiente,MO,506,148,8391,8716,0.060302705279466094,0.01698026617714548,0.043322439102320615,358,BQA,Montevideo,Municipio C,10065.0
BQA,Partido Nacional,MO,2153,2398,8391,8716,0.25658443570492195,0.27512620468104637,-0.018541768976124418,-245,BQA,Montevideo,Municipio C,10065.0
BQB,Partido Asamblea Popular,MO,65,114,7326,7566,0.008872508872508872,0.01506740681998414,-0.006194897947475268,-49,BQB,Montevideo,Municipio C,8596.0
BQB,Partido Cabildo Abierto,MO,127,508,7326,7566,0.017335517335517334,0.06714247951361353,-0.0498069621780962,-381,BQB,Montevideo,Municipio C,8596.0
BQB,Partido Colorado,MO,1062,1050,7326,7566,0.14496314496314497,0.1387787470261697,0.0061843979369752555,12,BQB,Montevideo,Municipio C,8596.0
BQB,PERI,MO,39,172,7326,7566,0.005323505323505323,0.022733280465239227,-0.017409775141733905,-133,BQB,Montevideo,Municipio C,8596.0
BQB,Partido Frente Amplio,MO,3746,3524,7326,7566,0.5113295113295113,0.46576790906687815,0.04556160226263317,222,BQB,Montevideo,Municipio C,8596.0
BQB,Partido VA/IS (G.Salle),MO,222,87,7326,7566,0.030303030303030304,0.011498810467882634,0.01880421983514767,135,BQB,Montevideo,Municipio C,8596.0
BQB,Partido Independiente,MO,348,128,7326,7566,0.0475020475020475,0.0169177901136664,0.030584257388381098,220,BQB,Montevideo,Municipio C,8596.0
BQB,Partido Nacional,MO,1717,1983,7326,7566,0.23437073437073436,0.26209357652656623,-0.027722842155831873,-266,BQB,Montevideo,Municipio C,8596.0
BRA,Partido Asamblea Popular,MO,130,313,25633,25565,0.005071587406858346,0.01224330138861725,-0.007171713981758903,-183,BRA,Montevideo,Municipio G,30487.0
BRA,Partido Cabildo Abierto,MO,544,2194,25633,25565,0.02122264268716108,0.08582045765695287,-0.06459781496979179,-1650,BRA,Montevideo,Municipio G,30487.0
BRA,Partido Colorado,MO,3100,2148,25633,25565,0.12093785354816057,0.08402112262859378,0.03691673091956679,952,BRA,Montevideo,Municipio G,30487.0
BRA,PERI,MO,92,457,25633,25565,0.00358912339562283,0.01787600234695873,-0.014286878951335902,-365,BRA,Montevideo,Municipio G,30487.0
BRA,Partido Frente Amplio,MO,15218,13775,25633,25565,0.5936878242890025,0.5388226090357912,0.05486521525321131,1443,BRA,Montevideo,Municipio G,30487.0
BRA,Partido VA/IS (G.Salle),MO,872,274,25633,25565,0.03401864783677291,0.010717778212399765,0.023300869624373142,598,BRA,Montevideo,Municipio G,30487.0
BRA,Partido Independiente,MO,495,362,25633,25565,0.019311044356883706,0.014159984353608449,0.0051510600032752575,133,BRA,Montevideo,Municipio G,30487.0
BRA,Partido Nacional,MO,5182,6042,25633,25565,0.2021612764795381,0.23633874437707802,-0.03417746789753992,-860,BRA,Montevideo,Municipio G,30487.0
BRB,Partido Asamblea Popular,MO,43,85,7846,7924,0.005480499617639562,0.010726905603230691,-0.0052464059855911295,-42,BRB,Montevideo,Municipio G,9336.0
